sleep_id,sleep_type,minutes_in_sleep_period,minutes_after_wake_up,minutes_to_fall_asleep,minutes_asleep,minutes_awake,minutes_longest_awakening,minutes_to_persistent_sleep,start_utc_offset,sleep_start,end_utc_offset,sleep_end,data_source,sleep_created,sleep_last_updated
3926429090330729176,STAGES,311,0,0,283,28,0,0,+00:00,2024-11-13 23:28:30+0000,+00:00,2024-11-14 04:39:30+0000,DERIVED,2024-11-14 07:08:00+0000,2024-11-14 10:48:31+0000
3981965776937604600,STAGES,421,0,0,393,28,0,0,+00:00,2024-12-29 21:18:30+0000,+00:00,2024-12-30 04:19:30+0000,DERIVED,2024-12-30 05:01:00+0000,2024-12-30 10:26:05+0000
4009408738655101096,STAGES,420,0,0,365,55,0,0,+07:00,2025-07-21 23:57:00+0000,+07:00,2025-07-22 06:57:30+0000,DERIVED,2025-07-21 21:47:28+0000,2025-07-22 00:03:12+0000
403200497129105872,STAGES,293,0,0,283,10,0,0,+00:00,2024-11-19 23:52:00+0000,+00:00,2024-11-20 04:45:30+0000,DERIVED,2024-11-20 10:46:00+0000,2024-11-20 10:46:05+0000
4063224338667731280,STAGES,348,2,0,317,31,0,0,+00:00,2024-10-23 22:28:30+0000,+00:00,2024-10-24 04:18:30+0000,DERIVED,2024-10-24 09:20:00+0000,2024-10-24 09:20:34+0000
4089591083406087496,STAGES,396,2,0,377,19,0,0,+00:00,2024-12-03 22:10:00+0000,+00:00,2024-12-04 04:48:30+0000,DERIVED,2024-12-04 10:49:00+0000,2024-12-04 10:49:09+0000
4170016949461243968,STAGES,408,0,0,360,48,0,0,+07:00,2025-07-26 00:11:30+0000,+07:00,2025-07-26 07:00:00+0000,DERIVED,2025-07-26 00:10:20+0000,2025-07-26 00:10:21+0000
4200039686332842480,STAGES,350,0,0,295,55,0,0,+07:00,2025-07-07 23:36:30+0000,+07:00,2025-07-08 05:26:30+0000,DERIVED,2025-07-07 22:30:54+0000,2025-07-07 22:30:55+0000
4232850034722963080,STAGES,373,0,0,356,17,0,0,+00:00,2025-03-19 23:00:00+0000,+00:00,2025-03-20 05:13:30+0000,DERIVED,2025-03-20 10:34:00+0000,2025-03-20 10:34:17+0000
4234833285720525584,CLASSIC,66,0,0,66,0,0,0,+07:00,2025-07-07 12:55:30+0000,+07:00,2025-07-07 14:01:30+0000,DERIVED,2025-07-07 07:02:26+0000,2025-07-07 07:02:26+0000
4261380118530322408,STAGES,183,0,0,158,25,0,0,+00:00,2024-11-21 22:34:30+0000,+00:00,2024-11-22 01:37:30+0000,DERIVED,2024-11-22 07:38:00+0000,2024-11-22 07:38:05+0000
4358442388478439480,CLASSIC,70,0,0,68,2,0,0,+00:00,2024-11-13 16:36:00+0000,+00:00,2024-11-13 17:46:30+0000,DERIVED,2024-11-13 23:47:00+0000,2024-11-13 23:47:51+0000
4397104148016876112,STAGES,385,0,0,334,51,0,0,+07:00,2025-06-30 23:14:00+0000,+07:00,2025-07-01 05:39:30+0000,DERIVED,2025-06-30 22:45:22+0000,2025-06-30 22:45:22+0000
4466517890576124144,CLASSIC,139,0,0,139,0,0,0,+07:00,2025-07-12 13:26:30+0000,+07:00,2025-07-12 15:46:00+0000,DERIVED,2025-07-12 08:56:13+0000,2025-07-12 08:56:14+0000
453013110174790608,STAGES,402,0,0,364,38,0,0,+00:00,2025-01-30 21:48:30+0000,+00:00,2025-01-31 04:30:30+0000,DERIVED,2025-01-31 10:31:00+0000,2025-01-31 10:31:31+0000
4655187529893131616,STAGES,394,0,0,341,53,0,0,+07:00,2025-07-29 23:09:30+0000,+07:00,2025-07-30 05:43:30+0000,DERIVED,2025-07-29 22:45:46+0000,2025-07-29 22:45:47+0000
4665632210240394840,STAGES,425,0,0,358,66,0,0,+07:00,2025-06-28 23:16:30+0000,+07:00,2025-06-29 06:21:30+0000,DERIVED,2025-06-28 23:26:31+0000,2025-06-28 23:26:32+0000
4666283673758743896,CLASSIC,65,0,0,63,2,0,0,+00:00,2025-03-28 14:08:30+0000,+00:00,2025-03-28 15:14:00+0000,DERIVED,2025-03-28 23:13:00+0000,2025-03-28 23:13:16+0000
4727075801947897160,STAGES,354,2,0,330,24,0,0,+00:00,2024-11-29 00:25:30+0000,+00:00,2024-11-29 06:21:30+0000,DERIVED,2024-11-29 12:22:00+0000,2024-11-29 12:22:18+0000
4756486167669848240,STAGES,326,0,0,300,25,0,0,+07:00,2025-07-10 00:37:30+0000,+07:00,2025-07-10 06:03:30+0000,DERIVED,2025-07-09 23:07:43+0000,2025-07-09 23:07:44+0000
4849056896372677752,STAGES,404,0,0,355,49,0,0,+07:00,2025-07-27 23:26:00+0000,+07:00,2025-07-28 06:10:30+0000,DERIVED,2025-07-27 23:11:55+0000,2025-07-27 23:11:55+0000
4852233452487872488,STAGES,394,0,0,355,39,0,0,+00:00,2024-10-20 22:21:30+0000,+00:00,2024-10-21 04:55:30+0000,DERIVED,2024-10-21 09:56:00+0000,2024-10-21 09:56:48+0000
4973207001557396592,CLASSIC,144,0,0,139,5,0,0,+00:00,2024-12-03 02:02:00+0000,+00:00,2024-12-03 04:26:00+0000,DERIVED,2024-12-03 10:32:00+0000,2024-12-03 10:32:42+0000
500233847241753032,CLASSIC,73,0,0,68,5,0,0,+00:00,2024-10-29 23:19:30+0000,+00:00,2024-10-30 00:32:30+0000,DERIVED,2024-10-30 06:41:00+0000,2024-10-30 06:41:08+0000
5004042179610965712,STAGES,388,0,0,346,42,0,0,+00:00,2025-01-01 21:54:00+0000,+00:00,2025-01-02 04:22:30+0000,DERIVED,2025-01-02 10:23:00+0000,2025-01-02 10:23:28+0000
5029538229251260008,CLASSIC,75,0,0,75,0,0,0,+00:00,2025-04-22 14:03:00+0000,+00:00,2025-04-22 15:18:30+0000,DERIVED,2025-04-22 20:19:00+0000,2025-04-22 20:19:52+0000
50462841389495000,CLASSIC,132,0,0,126,6,0,0,+00:00,2025-02-26 04:09:00+0000,+00:00,2025-02-26 06:21:30+0000,DERIVED,2025-02-26 12:22:00+0000,2025-02-26 12:22:48+0000
5115675078433103424,STAGES,249,4,0,188,61,0,0,+07:00,2025-08-03 00:28:00+0000,+07:00,2025-08-03 04:37:30+0000,DERIVED,2025-08-02 21:42:23+0000,2025-08-02 21:42:24+0000
521981531066540584,CLASSIC,115,0,0,98,17,0,0,+00:00,2025-01-21 13:42:30+0000,+00:00,2025-01-21 15:37:30+0000,DERIVED,2025-01-21 21:38:00+0000,2025-01-21 21:38:35+0000
5223790869167760064,STAGES,344,0,0,314,30,0,0,+07:00,2025-07-15 01:18:00+0000,+07:00,2025-07-15 07:02:30+0000,DERIVED,2025-07-15 00:12:20+0000,2025-07-15 00:12:21+0000
5369038246876071720,CLASSIC,79,0,0,76,3,0,0,+00:00,2024-11-28 14:33:30+0000,+00:00,2024-11-28 15:53:00+0000,DERIVED,2024-11-28 22:04:00+0000,2024-11-28 22:04:15+0000
5564028556958702680,STAGES,299,0,0,254,45,0,0,+07:00,2025-07-10 23:51:00+0000,+07:00,2025-07-11 04:50:30+0000,DERIVED,2025-07-10 21:52:57+0000,2025-07-10 21:52:58+0000
5720735503662967344,STAGES,213,0,0,200,13,0,0,+00:00,2025-05-15 01:50:00+0000,+00:00,2025-05-15 05:23:00+0000,DERIVED,2025-05-14 22:37:00+0000,2025-05-14 22:37:26+0000
5746813960140908720,STAGES,441,0,0,420,21,0,0,+00:00,2025-02-06 21:23:00+0000,+00:00,2025-02-07 04:44:30+0000,DERIVED,2025-02-07 07:21:00+0000,2025-02-07 10:45:09+0000
584878431970858904,STAGES,411,0,0,350,61,0,0,+00:00,2025-05-15 23:19:30+0000,+00:00,2025-05-16 06:10:30+0000,DERIVED,2025-05-15 23:11:00+0000,2025-05-15 23:11:06+0000
585581708641072112,STAGES,394,0,0,352,42,0,0,+00:00,2024-12-04 22:19:00+0000,+00:00,2024-12-05 04:53:30+0000,DERIVED,2024-12-05 11:03:00+0000,2024-12-05 11:03:15+0000
5907825563543786808,STAGES,201,0,0,188,13,0,0,+00:00,2024-10-30 02:17:30+0000,+00:00,2024-10-30 05:38:30+0000,DERIVED,2024-10-30 10:51:00+0000,2024-10-30 10:51:29+0000
5908547868349701720,STAGES,392,2,0,369,23,0,0,+00:00,2024-10-28 22:02:30+0000,+00:00,2024-10-29 04:36:30+0000,DERIVED,2024-10-29 09:37:00+0000,2024-10-29 09:37:06+0000
5947272839949993504,STAGES,405,0,0,378,27,0,0,+00:00,2025-02-10 21:47:00+0000,+00:00,2025-02-11 04:32:00+0000,DERIVED,2025-02-11 10:41:00+0000,2025-02-11 10:41:41+0000
6010109131424581560,CLASSIC,79,0,0,76,3,0,0,+00:00,2024-12-18 13:03:00+0000,+00:00,2024-12-18 14:22:30+0000,DERIVED,2024-12-18 20:29:00+0000,2024-12-18 20:29:40+0000
6099279061533710904,STAGES,364,0,0,318,46,0,0,+07:00,2025-07-29 00:00:30+0000,+07:00,2025-07-29 06:04:30+0000,DERIVED,2025-07-28 23:08:27+0000,2025-07-28 23:08:27+0000
6194597989019129336,CLASSIC,86,0,0,86,0,0,0,+07:00,2025-07-13 14:52:30+0000,+07:00,2025-07-13 16:18:30+0000,DERIVED,2025-07-13 09:21:38+0000,2025-07-13 09:21:39+0000
6233784584182677600,STAGES,360,0,0,335,25,0,0,+00:00,2024-12-06 22:29:30+0000,+00:00,2024-12-07 04:29:30+0000,DERIVED,2024-12-07 10:30:00+0000,2024-12-07 10:30:11+0000
6302688129259656584,CLASSIC,82,0,0,78,4,0,0,+00:00,2024-11-08 12:02:00+0000,+00:00,2024-11-08 13:24:30+0000,DERIVED,2024-11-08 19:32:00+0000,2024-11-08 19:32:17+0000
6308671402051879160,STAGES,376,2,0,338,38,0,0,+00:00,2025-05-23 23:33:00+0000,+00:00,2025-05-24 05:51:30+0000,DERIVED,2025-05-23 22:52:00+0000,2025-05-23 22:52:26+0000
6323421787052926520,CLASSIC,162,0,0,155,7,0,0,+00:00,2024-11-06 04:25:30+0000,+00:00,2024-11-06 07:07:30+0000,DERIVED,2024-11-06 13:08:00+0000,2024-11-06 13:08:39+0000
6350281475227033728,STAGES,295,0,0,260,35,0,0,+00:00,2024-11-22 21:05:30+0000,+00:00,2024-11-23 02:00:30+0000,DERIVED,2024-11-23 08:01:00+0000,2024-11-23 08:01:46+0000
6363860180472473272,STAGES,433,0,0,395,38,0,0,+00:00,2025-03-06 22:01:00+0000,+00:00,2025-03-07 05:14:30+0000,DERIVED,2025-03-07 06:39:00+0000,2025-03-07 11:31:31+0000
6393268797131506608,CLASSIC,70,0,0,69,1,0,0,+00:00,2025-02-06 12:48:30+0000,+00:00,2025-02-06 13:59:00+0000,DERIVED,2025-02-06 20:16:00+0000,2025-02-06 20:16:35+0000
6422859250063039848,STAGES,404,0,0,374,30,0,0,+00:00,2024-11-18 22:00:00+0000,+00:00,2024-11-19 04:44:30+0000,DERIVED,2024-11-19 10:45:00+0000,2024-11-19 10:45:11+0000
6444789721492264,CLASSIC,84,0,0,78,6,0,0,+00:00,2024-12-27 14:50:30+0000,+00:00,2024-12-27 16:14:30+0000,DERIVED,2024-12-27 22:15:00+0000,2024-12-27 22:15:55+0000
6536781309882700576,STAGES,336,2,0,251,85,0,0,+07:00,2025-07-25 00:20:00+0000,+07:00,2025-07-25 05:56:30+0000,DERIVED,2025-07-24 22:59:49+0000,2025-07-24 22:59:49+0000
6544726174955113232,STAGES,419,4,0,393,26,0,0,+00:00,2025-03-05 21:57:00+0000,+00:00,2025-03-06 05:00:30+0000,DERIVED,2025-03-06 11:02:00+0000,2025-03-06 11:02:06+0000
6596276128735152496,STAGES,356,0,0,281,75,0,0,+07:00,2025-07-19 20:20:00+0000,+07:00,2025-07-20 02:16:30+0000,DERIVED,2025-07-19 16:59:04+0000,2025-07-19 19:27:25+0000
6697608858438923008,STAGES,421,0,0,380,41,0,0,+07:00,2025-08-07 23:16:00+0000,+07:00,2025-08-08 06:17:30+0000,DERIVED,2025-08-07 23:22:11+0000,2025-08-07 23:22:12+0000
674441975502191360,STAGES,380,0,0,350,30,0,0,+00:00,2024-11-03 01:01:30+0000,+00:00,2024-11-03 07:21:30+0000,DERIVED,2024-11-03 13:22:00+0000,2024-11-03 13:22:32+0000
680090034194384160,STAGES,442,0,0,371,71,0,0,+07:00,2025-08-01 23:45:00+0000,+07:00,2025-08-02 07:07:30+0000,DERIVED,2025-08-02 00:09:53+0000,2025-08-02 00:09:53+0000
6979210230964018928,STAGES,443,0,0,391,52,0,0,+00:00,2024-10-19 23:49:00+0000,+00:00,2024-10-20 07:12:30+0000,DERIVED,2024-10-20 12:18:00+0000,2024-10-20 12:18:46+0000
6986329694200385808,CLASSIC,85,0,0,79,6,0,0,+00:00,2024-12-07 14:53:30+0000,+00:00,2024-12-07 16:18:30+0000,DERIVED,2024-12-07 22:26:00+0000,2024-12-07 22:26:50+0000
7215850590819137296,STAGES,190,0,0,173,17,0,0,+00:00,2024-11-06 22:04:30+0000,+00:00,2024-11-07 01:14:30+0000,DERIVED,2024-11-07 07:15:00+0000,2024-11-07 07:15:43+0000
7388908946412099200,STAGES,446,0,0,401,44,0,0,+07:00,2025-07-17 23:34:30+0000,+07:00,2025-07-18 07:00:30+0000,DERIVED,2025-07-18 00:04:02+0000,2025-07-18 00:04:02+0000
7421944441423009952,CLASSIC,95,0,0,93,2,0,0,+00:00,2024-10-19 13:10:00+0000,+00:00,2024-10-19 14:45:30+0000,DERIVED,2024-10-19 20:00:00+0000,2024-10-19 20:00:19+0000
